LSTM Units,Dropout Rate,Learning Rate,Accuracies,Average Accuracy
256,0.3,0.001,"[69.40933465957642, 70.05416750907898, 69.43118572235107, 70.11479139328003, 69.35380101203918]",69.67265605926514
