Dataset Category,Model,Top-5 Accuracy,Accuracy,MCC,F1 Score,Precision,Recall
IO,RandomForest,0.7861748774825896,0.49277792107299456,0.49035073899754367,0.4827168717686505,0.4940503464572843,0.49277792107299456
IO,ExtraTrees,0.7761155532628321,0.4836213567191127,0.48116350490807097,0.4742118850483973,0.48964864381161594,0.4836213567191127
IO,LogisticRegression,0.7872066030435904,0.45989166881609495,0.4573093539520296,0.4487124813622206,0.4574285776046796,0.45989166881609495
IO,SVM,0.8198349239102398,0.4969048233169977,0.4946264068192207,0.48258256836727387,0.5054114073224281,0.4969048233169977
IO,XGBoost,0.7552231106525664,0.44647923652308485,0.44373799315299334,0.44495541599771177,0.4525402458809932,0.44647923652308485
IO,DecisionTree,0.3553004900696415,0.33634253288625227,0.33303684903654374,0.33729442432954293,0.3442772519407036,0.33634253288625227
IO,KNN,0.6583698736136188,0.3861232912045396,0.38319551458010026,0.3820866982093205,0.40232081892641125,0.3861232912045396
IO,NaiveBayes,0.6446995099303585,0.3229301005932422,0.3199008446180064,0.3001045965420793,0.32904241881477936,0.3229301005932422
