PCA Components,Model,Top-5 Accuracy,Accuracy,MCC,F1 Score,Precision,Recall
22,RandomForest,0.8668383299613758,0.5677763472503219,0.5652400339703213,0.5609407120242701,0.5724460667156647,0.5677763472503219
22,ExtraTrees,0.8602170314511679,0.5534302004782049,0.5508154484992511,0.5452098106982479,0.554948777967988,0.5534302004782049
22,LogisticRegression,0.8491815339341549,0.4805959168659187,0.47757954104449324,0.46652319236818507,0.4745875872374031,0.4805959168659187
22,SVM,0.892036049291889,0.5315431304027957,0.5289592866502968,0.5168881242839027,0.5394032766663143,0.5315431304027957
22,XGBoost,0.8431120102997977,0.512047084789406,0.5091409836105778,0.5107629753656987,0.5202021063964067,0.512047084789406
22,MLPClassifier,0.9306602906014346,0.6459444546624977,0.6438948807140842,0.6423009148215861,0.6547752592247434,0.6459444546624977
22,DecisionTree,0.44583409968732757,0.4281773036601067,0.4247745265578671,0.42893119853145645,0.43754640940859146,0.4281773036601067
22,KNN,0.7535405554533751,0.4620194960456134,0.45889664415579307,0.4567830714475085,0.4712827695977955,0.4620194960456134
22,NaiveBayes,0.6952363435718227,0.33970939856538535,0.3363534760438058,0.3058923904606171,0.32656812419964326,0.33970939856538535
23,RandomForest,0.8740114033474342,0.567592422291705,0.5650468147512346,0.5604583684978286,0.5707295969275078,0.567592422291705
23,ExtraTrees,0.8626080559131875,0.5552694500643738,0.5526698085699411,0.5469294561079787,0.5556240952456138,0.5552694500643738
23,LogisticRegression,0.8550671326098952,0.48832076512782785,0.48533930358544825,0.4737015994926694,0.4805559754137202,0.48832076512782785
23,SVM,0.8962663233400773,0.5396358285819386,0.5370972110285931,0.5251162701423305,0.5460627070991704,0.5396358285819386
23,XGBoost,0.842560235423947,0.521611182637484,0.5187466116279199,0.5203952415927515,0.5291161147859292,0.521611182637484
23,MLPClassifier,0.928453191098032,0.6385874563178223,0.6365215430096827,0.6350870947075323,0.6492370801738346,0.6385874563178223
23,DecisionTree,0.44013242597020413,0.4226595549016001,0.4192258505513309,0.4236057907559425,0.4332074123217112,0.4226595549016001
23,KNN,0.7550119551223101,0.4640426705903991,0.46093685106506466,0.45893468076140526,0.47362804384141227,0.4640426705903991
23,NaiveBayes,0.7018576420820305,0.34669854699282693,0.3433912281244623,0.31367745909009354,0.34471665431905724,0.34669854699282693
24,RandomForest,0.8675740297958433,0.5661210226227699,0.5635722953818806,0.5586795938774868,0.568452943581544,0.5661210226227699
24,ExtraTrees,0.8578260069891485,0.5497517013058673,0.547115729264697,0.5411480256016031,0.5514857725362183,0.5497517013058673
24,LogisticRegression,0.8589295567408497,0.5010115872723928,0.49810614949534127,0.4880931187518915,0.49537892265511557,0.5010115872723928
24,SVM,0.8973698730917785,0.5401876034577893,0.5376532356529692,0.5259087506940595,0.5466468284090267,0.5401876034577893
24,XGBoost,0.8436637851756483,0.5190362332168476,0.516158278929547,0.5175296530340907,0.5258196447216507,0.5190362332168476
24,MLPClassifier,0.9293728158911164,0.6402427809453742,0.6381331672279299,0.6384512395397073,0.6511319370510765,0.6402427809453742
24,DecisionTree,0.44381092514254183,0.42597020415670406,0.4225524986814775,0.4275526576281332,0.43801740284683527,0.42597020415670406
24,KNN,0.7550119551223101,0.4633069707559316,0.4601990935758669,0.4577915678021062,0.47234619713510134,0.4633069707559316
24,NaiveBayes,0.6992826926613942,0.34761817178591137,0.3442929639690956,0.31533116564697156,0.34023179850825064,0.34761817178591137
